user_id,item_id,rating_real
AHO2JY2HIGFB33ISMWFZHVN23YMA,B00MPTAG2Q,5.0
AFQNIVIH5UQJPLJ5PI7QPWNX523Q,B07MLR5WY6,4.0
AFYJTO4KVBELB7NPZZZPG2KWBA6Q,B00RS8FT2G,5.0
AER5F3WQK2A7DWTEDIMJUYFMBVDQ,B014005B72,4.0
AHVPV3VVU2VVO5VAXZFLLL67QO5Q,B00FRKPXZA,4.0
AED5JXLDYED65U5LXDYCGHXU7W3Q,B0060AY6FO,3.0
AEW5XWZJ6OGH54C7MI2L4QLS7JCA,B016A31ZX6,4.0
AFBTZSBK74GNWL7OQ3ARIWZWTGFA,B07NGS9K4R,5.0
AFUHOITJF5JCTU2CW3LHYTOYJ53A,B01M14UN1J,5.0
AGTTFKIXS6ACEFT2YJZBMBMDDPEQ,B00JTA9Z7G,4.0
AH2UW4UZ4OVDVEXEFAXGDRXKYOCQ,B007WIOP68,3.0
AGLLW3622CPBHW3WKKJBKYD363UQ,B01B00KQ2K,5.0
AELW62XHVV5VUXXQYGPBA6CVHSCA,B003XKN65U,5.0
AH2GKBMTQ22CUITROM2LAJHD4GWQ,B004KZP1WS,5.0
AGKLT477IZJ3Y2A5BYK7ZST4RXFQ,B00I8OS77S,5.0
AEVLFERKBUO4Y4OKTI5FEP3XEZXA,B00M4ASOVQ,3.0
AHN3OAEVZ3U4WY4K7NSNG3YEFYRA,B0083Z614S,2.0
AFTAWDYSUONUWSVPJJGYLJB4RBEQ,B00ONDNQYW,5.0
AG76MNP4RZS3Q3WXZ42AKSJDBQ7A,B01M8NHXGH,4.0
AE7UKYZSCDX7EJIR54GETSPIQFLA,B004J4WKTW,5.0
AG3EWR6E7R2ZZE5UI2MA3DVAWOCA,B08RD9LWNT,4.0
AHXWUCTMVBQXDVMDFPA3NO43QF2Q,B000FC1HBY,4.0
AFRZTLGDNJCS55PK4KWBLUDQIB7Q,B00IO2SN0A,5.0
AGKUEPUP66AIPV2OI3WJF3M44H4Q,B00D7Z4GQY,4.0
AHHIZ5KTU7BLNVPJLJQ7PMDZQK6Q,B004LB5BR6,5.0
AFR274OKXCSFN3ER7JMLMAMG5D5Q,B00D3A97IU,4.0
AF3RK34NI6KXL55FOQMM42GUMXTQ,B002MQYOFW,5.0
AGRAG7OZS3OF7ZODZWZAAHIJNYTQ,B003UV90G6,4.0
AF5TOU3WH4HBKVKYTIL3EXWCSWRQ,B008EYULE4,3.0
AHZYPU5Y4UDH6DHB5AYM7EAECYIQ,B00K2EOONI,3.0
AH2QOOZWG7ROJUBBZMTKTTIS7S4Q,B00P83N862,3.0
AGNSI5NDM3N2RUM47RGMS6E4BWRQ,B07RXD1SJY,5.0
AGGZ2SYUXMQJSS7PZBC2Z54TEMGQ,B00AVBNBHM,5.0
AGH7DN7H5HIH6ZOQIGWTOIIATAZA,B0013TRR80,3.0
AGVSC2JFHE3RFEI7JCNMB5EDKINQ,B000QRIGLW,4.0
AGFPFRUUODEJZL35MT7KNAXDD5GQ,B075GJ2X9B,5.0
AHYLC5V6XJ5K6DVJHP7CAW4ZWVTA,B07P1J7P71,3.0
AFPVZKDGEU2BXTQYLM5Z2QXU2RAA,B01M2BPO4O,2.0
AFRD4WHGZBQEVWGNBQBQYJ7VKWUQ,B08TRMSR3Z,5.0
AE2HPAPSOQJZOKBLZKWCTK2W2PUA,B0045JLR5Y,5.0
AE7U3F4LHDXSXO3H2BN3577RX2BQ,B08Y779MWB,5.0
AECMMWFRKTOFQM2KIG6Y5LU3IHEQ,B00IRISI42,5.0
AG7MIAHQQUGP5ZGBP3PDSWKQJ64Q,B076N5B7CJ,5.0
AEHKXSYIGGZR7P2UJRBZMG5ZHSDA,B07MTV26HP,5.0
AEJ4HXXXRWNFFHTCPLJGFNF2EBSQ,B00941PRJK,4.0
AES5HB3ZWF6EHS3MKYUWC2Y6AMSA,B00LIAZF24,5.0
AHSV3WJMGVONGCP6MCXTF5M4RC3Q,B005FA2YXG,5.0
AEQ73HDUVHN2BTGZFG7YI3D6BODQ,B07C96XW1D,5.0
AE2KPHLIJPMQMDHNPIEAX53TUR5A,B005NY4QGM,5.0
AFJLT4MSWKEXAG2KBDP26DLKBLCA,B009NF6YLM,5.0
AGDMBLCQUTFW3AGBEEKCAHYM3NPQ,B00475AYJQ,5.0
AGF5FMY6MQJYDAUN3XCDTUATZIQQ,B073RCMC73,4.0
AGB2XS367S4LXQEYDAKI5CUKHN4A,B084VTWN5V,5.0
AHEEWYUFWGBYYHOD5CSDNNOFG6PA,B013TOAL3E,1.0
AFD2II2H5HHIGI65DI7W2G7L75HA,B0089LOG02,5.0
AE4MUS7QO42JEMHS537KV7GMYDHQ,B00EBRU00S,4.0
AEPP2ZFFGRRA4W73GDAKPICS5HAQ,B006UJXG8S,5.0
AFTFH2PT7L5JIE5AAMZWMRWDSR2A,B008L4KRCS,4.0
AEHIQESOBV7SWHUQKN6ZRJ2FHEMA,B079JF4D4S,5.0
AHJQMSDHKUH4KZRHHOEYEBEALKMQ,B01N4W09GF,5.0
AGBJEL2644ID4XVEFBPGSJ7H4TIQ,B0094KJ70G,5.0
AFW2JCWVJMHP3SKK2LU4RCSR45YQ,B00HWMKN8I,5.0
AHYQ3UHVXE2RRBUH3TYVXLVIYU2Q,B00AM1H5PK,5.0
AG4DNWV45Y6PPVXVSKDHUSGW5U5A,B00TUOH582,3.0
AHMSMFZQIIGKSIY7PKJGRHXM65GQ,B00S52M350,5.0
AF4RPJRJYQ2M4O7R4LVOGHLVOKGA,B00T8RIK44,5.0
AGY6JVE5P37PPR2BLVYENWIYXVRA,B00CJJ1SEC,4.0
AFVYCOORY7HGSILGYHJLTK664EHA,B0099TF3RI,4.0
AG4R3DWV46HSLM6JW4N3QQMYMRYA,B004IYITJ8,2.0
AHVMF7W4JIS2P2JAIKZHCUTTRS6Q,B07F18LND4,4.0
AGWLFUPZZPEUPUVRNISVVNAWPKVA,B01KGZVTOE,4.0
AFFZE7XXMYYHJJPZ7OMCBUHA6WDQ,B00F3I7N3Q,5.0
AEMGUP6RLGIZA6TOUXXAFKZ7GV7A,B079JQ29M5,3.0
AF5AZBLQW5DJ4CSUKZMWY6CO4XTQ,B01L19ZE22,5.0
AFD4PSPEJEAOMCQHZZ6RACHSQQWQ,B009XIGY4Q,5.0
AEGSTZWEB4DBPCYZFXJ56OVJGCPQ,B074P1B728,5.0
AG6SN7XTAGVTNFOJBVHFKRMZFDFQ,B01825C598,5.0
AF5LCMM3F5PQN7TIARLIFOEFUSRQ,B007EWJBIE,3.0
AHVYQYUM5J3X4FWKOPUEWEXR32UQ,B01HIKCA52,5.0
AGGZMQULN3OL442VBIZOPZ7VAIWQ,B01HOEGQJS,4.0
AEW5XWZJ6OGH54C7MI2L4QLS7JCA,B00NWS4AMQ,3.0
AEYHHBLHQHPZ5HOKDTSUOLDUSC5Q,B08G1M1FX7,4.0
AGKJSDDV45W4LBRIPWPAJ4RAIQUA,B0777PYT6J,5.0
AHAU3KBDHHYSI3G6BBNYPL6GWU4A,B008J4NKA6,4.0
AHZ6DYLOGZKLQH7Y7AWOJEY3YR5Q,B01N4OEZRB,5.0
AE67TDZFVMSLOZ74YQFZPXNYE3RQ,B019JZMP04,2.0
AFSZ5DKMKILWGCDM3MW3ZLFYPREQ,B09TNQKGXY,5.0
AEVDB5V7SB46QDQS66KTOQRYVHIQ,B07GNCQXXB,3.0
AGYYTERY237SLQADOKBCL54SO3HQ,B01CDDTGRY,4.0
AFO4CBXZCFTCUQNF7OWI3DDIMECQ,B00QUGL1AG,5.0
AHVNXUO7IJDBHFITW3YP6YTIYOWQ,B00NJ0Q0SY,5.0
AH75FWUGZWDA4LRU4P5M3XGMX52A,B00A3ZA4TO,4.0
AEEJPOPGZKVV7ATPNSU346IXCFKQ,B0104EOGGK,5.0
AHKSAEZGYZF442CTPN35VH6JFRBA,B00N58XLLE,5.0
AHS5V5E4TGFIKYWHMSXNOCSLSNCQ,B01HIKCA52,3.0
AHUZVEDMOB7PSJW5RKCH5G53XMPA,B08V48WFCT,5.0
AEVC72KHOKERKC3L6EADBYUN3KWQ,B00L2X37QS,5.0
AHQK2MF2BEO2QEGBBJSLXLZTZ6ZQ,B01DNJMO76,5.0
AGEZJJFYRPUZYE2QNMVZHISH2DDQ,B00QQYZYOQ,5.0
AEP77ZARV3ZBD4T5WJHLIWKGTBLQ,B003UV90G6,4.0
AHTDTWTDQSKW56YTDKYF2DFFV6AQ,B078GD3DRG,4.0
AGNAQXZ64NSL2RYPIYN3VBWIYUCA,B006ID6NDQ,5.0
AEONJEQM6EVCRTWSR77BJBHS5PUQ,B00BAXFECK,2.0
AFFZOEBEXCWLGAZ35W2ZLUPS7Z4Q,B0098QJQR0,5.0
AF6S2ATDWWCLXMXFSPAGF6DSBHHQ,B000Q9IN4K,5.0
AFXLMTGSOD3SPC7SG4IQO5BMWJNQ,B01ARKR104,5.0
AGAPCG7DQXIDIJX2DXE4X6XXFILQ,B009ZKST1I,5.0
AETTLGTIL53QHA37SOHGHDLQOYOQ,B06XWDGVT1,5.0
AFIKA3QY5PCLHLRYFCWUXBWWKGSA,B00BD99JMW,3.0
AELECISJ67RNLSL4TFEF2GJNUH7A,B07PRXT94R,3.0
AHREGRZW72FRXOQN4VPTASH3CBLQ,B00DL5T200,5.0
AG4Y5YSVC2ODG63V4QUUKYAXHXJQ,B00UKB8PYW,5.0
AG7WAJFRW4JIGQEMSF57L4HPVHNQ,B00JSW7IH4,5.0
AGFZOWCST7P2NCBTAYN3RNPCLJDA,B0079KT81G,5.0
AF22YHZ3C4YFKTKN66SSFOJUJQMA,B00R1NQZA8,5.0
AF4R4PPWTB45QQ5QZRGJVDQFLAGQ,B06XCYKS4K,5.0
AHBOTPDMXVKH5YIWMQM7PKVNQLQQ,B009RBDMG2,5.0
AFP5WTJTXGOKT5BGJ3EBR55HYSEQ,B0848G45CR,3.0
AFH6R65PX3ARAEG4S4TIT772GJQQ,B01N4OEZRB,5.0
AEK5QSEW657BIVFDHIS7RBDKPFGA,B00INIXJ36,4.0
AFEPDXKGSXX7TEOUNYPSIX35BOVA,B00G75EQMA,5.0
AGDOUHW3IGNEF6QNQ3CDOTJ3K76A,B011ETZ2WQ,5.0
AHGEKAW67OWIQXIXVUHNCZSLFSPQ,B00J7Y5W9Y,4.0
AFH6R65PX3ARAEG4S4TIT772GJQQ,B081MXH4MQ,5.0
AFPOLIS7LLBWGTK7MTMQTXAFO24A,B08RY8WSY4,5.0
AEHBLLKAU23FQI2ZJHFFBBRHE6BQ,B017RBIZEC,5.0
AERBLQU5ZRHJ62XTTWCSAGHWWR5A,B0796RNF48,5.0
AGJMOKGFXSU2R73MRLQX4GASPTPA,B01HAK33TC,4.0
AHAIEQO5OVKOLIXLB6CLVVLY7T5A,B015WJHYSO,4.0
AGAKXCP6YR634KDP7I334QWSHJRA,B08BZ9WSPC,4.0
AGMQ7TK6UKYWS3DLKX662XZKX63A,B06XTKBMWT,4.0
AHDTLPB5R5OKU2S5YYH6COW5NBZA,B0749GQT4K,5.0
AGRKJRPX6I5DQPODOC4YJ7CT4XWA,B00K2EOONI,4.0
AFSUX46GZZRSB7SQAIAXRYK4ELRQ,B07X3NMHXJ,5.0
AGWAHSHNGIC45VI3MDTTNNDY634Q,B00B0LP48G,5.0
AHWKJTOBAW7AZG42QITBHVEKW7KA,B01CWZGA4U,5.0
AEH2XITXPDQSVF4C322OALA3DVEQ,B01MU83579,5.0
AHKI2WFH5D7ADD44WGKT4GJQLD7A,B00B7QMYZK,1.0
AG3L3ERDH4M3VPJFI3DJ5AAHVTSA,B00A2C53M6,3.0
AEEYJ3MVUSXLVSKJ2VJVKM2NMNYA,B00R04MDYA,5.0
AETWGOWLDSFYRMDGFHPISTTEXQIQ,B01M0614T9,5.0
AHJ4EX52V2TRG6DMIEE4G635ZCNQ,B016TO0AOG,3.0
AF3LNJJBZODI3QT26RIJMHB2MYDA,B00BSY6U6K,5.0
AE6VWN4EJC4FNHDPKHSSR53KWOBQ,B00846REIS,5.0
AFI5I2KOQDEFEQGZWRYY3GD4WAJQ,B01M14UN1J,5.0
AF7UBYX74B6JO2NQSYVLWHVZJPOA,B0711B67D3,5.0
AHSJTJ5JXEB3Y7D2BIX66SNYDAAQ,B00NERQRC6,5.0
AEFM4CCAVULBQVK2F2UHZA3CQVFA,B01G61PEBQ,2.0
AEJCQVALGP5VDTXVNB2NQNUTOG6A,B017182AQU,5.0
AE7K5WF7YN5RLKDPG3F53DG7ZOXA,B000XUBFE2,5.0
AHH5W6SQRRJKQJM5H3CPSSUDPCTA,B00A79N8X0,4.0
AEH34F2NRKWUGQP4FCQ3TPOBIL7Q,B07MLR5WY6,3.0
AHNS4D4XFKOXKFSORDFBKL2DOYTQ,B014005B72,3.0
AE6MQEQ67VNHPCYMG56HNNTWM6SA,B00BT0JB0A,5.0
AEKWZVN7TNOXP6STJBIK766SYG7Q,B00I2HG4XA,5.0
AHMVOAUTHWCRI7PN2WYTZQB7UKPQ,B01HOEGPQM,5.0
AHYF4IY3KHAJLA3ESZALLKZ733KA,B00X593FYG,5.0
AEWLCWKOD3JANRCNATUKIQMJ6FNQ,B00G3L7V0C,5.0
AHJESSK2XPBGMOFKLP5IKZ3QOH4Q,B0053CYXS0,5.0
AEAWSXFP57S5Q24AOAHAHD2UCIXQ,B01M5CIL2L,5.0
AHMZQWUWB5QHAWOS7UGMPFZLXDGQ,B00EGMQIJ0,3.0
AE37V2LSIPGA6JSYY6NEC3VRX3KQ,B009NESIEE,5.0
AFW2JCWVJMHP3SKK2LU4RCSR45YQ,B07D4LNH9M,5.0
AEWRPLD7VNMQQX7TXC5AI7V2CFXQ,B07PBRD7BM,2.0
AEM4O6KNPVH3H74GR6KWEHNHWIAQ,B0827CRPSJ,5.0
AFSVEWUBRLUKAJH77KQBW2WPJAFQ,B005MAA8LY,5.0
AH5BTU537HRV4WCY6BIBIDDM2KGQ,B08WN6T9BJ,5.0
AHAMHLUWZTVCHUQLQNDZZAAX4KGA,B00D7Z4GQY,5.0
AH5XNBII3O4KGV4ZOKJCRV7HFJYA,B082RS9D42,5.0
AGYYTERY237SLQADOKBCL54SO3HQ,B008J2IS0K,4.0
AFZNRDVCNHNUDWI7PR7HWVEK3KWA,B07XJZ3PSS,4.0
AF5I5NCB3CJI5ERTMAQITGO6SLWA,B01LH2GQ7U,4.0
AGQRDSM3OOWP2HJUZMSXDL63B2PA,B009LEFUKG,3.0
AECLJSQIFTTHBX5Y6GD62KLKNDLQ,B00FPQA7HK,4.0
AFOMQ3R6B766SRU4OEKXNMWFC5MQ,B01JTTD1EO,4.0
AHJF4ZPTIZ65FQOBNTVYWL25ZZRQ,B0085WZHVW,5.0
AHCRLE7WJ3E3JATWRCGAD73FGRPA,B074P1B728,5.0
AFXLGSO3J3HZTTIHVSOLUQN45UIA,B00AXIZ4TQ,5.0
AEJQFDIHWVRMELPA4URGHL3BAXIA,B00J6EFD8K,3.0
AH6JMVJUPKFNC25N6AQI7RFYHZPQ,B07VM4P33M,5.0
AEOOCINTV7RBEBGUQSJYFNAL2FQQ,B07B3XN5C5,2.0
AECXXNKLZ7OG6OQUW6FWUP65L45Q,B00GP0JWMQ,1.0
AFI4U52BZ6MKKT3RW4C4M5QY4YTA,B007VT7JN4,4.0
AFW45BVZYS5Q7LQGVKRDK56USEKQ,B00EZCY0LO,4.0
AHKMY3HUKRFHJRRUYZZB2BXJBYCQ,B0087K43LW,4.0
AEIXJSHDY7AAHRANLNUTOJ23H3MQ,B00O4FK8D6,5.0
AFY3VR4S4EUYQ7AA25F4UAGPF76A,B003X28734,5.0
AGQGZ3CPKPFKJZ3TOCMOLHQ7HFPA,B002LHRLNE,4.0
AGCDH73DCTY3DF77W2EWHXPFN7OQ,B00MELK918,5.0
AFCV4ZOYW6Y7VTPZKSZ752XEIGEQ,B07B2VX1LR,5.0
AHOIONIOTQUNORYZASQI4LWPLVHA,B00CIXX144,5.0
AFHAM46BETKOF5WS76R3TY6ZHR6A,B0B6SZZDTP,5.0
AEVC72KHOKERKC3L6EADBYUN3KWQ,B00FPXIFGS,4.0
AHRUB5OSLVDDGERSOZJBLKKGBT6Q,B00FGUDH6I,5.0
AEEV5HZHYOG7HZLP5RAQ3PXHQYNA,B012EZ3OMY,5.0
AHDDGDYLGBLC65MGJC2XFMHVMWZA,B00HVJB4VM,2.0
AG3VD34ZB6TJYBWRS2WEKE24SGLQ,B07Z3NMF9X,5.0
AGEEGHZ7IPFL672WKMGY7QHZOFKA,B0052UX1KE,2.0
AGIVPEUV76DWN6E7PNCH6EQUAPQA,B001NLL414,4.0
AHLCSRFUTS6RZQ2BGV2MZDNCJZCA,B07MV8SWZF,5.0
AGTMANTL2ICXKP7JMAUDK2C3PVBQ,B086823SWK,4.0
AFPNM3R4FH37MWD3B73KMZ6SGC2A,B00C5R77CA,5.0
AG3EEAF3BDGFIWF4Q6PZB4SBXBAQ,B0BG92Z2G2,5.0
AHWKJTOBAW7AZG42QITBHVEKW7KA,B08TVFZ44W,5.0
AGLNFCPIVXYLQSGOOZWMRKQ7MUAA,B00FCAW93O,5.0
AHGC474S7YH327F3D2Z3LYLAC4KA,B00K6N75LS,5.0
AHMMGSJ3QRUEULS7WGNKWG5Y5MYA,B00PD8LQ6G,3.0
AH6OKSMTE2UWCNGEQQA733IPXBZA,B00589BAWK,5.0
AHC6DWAVLH4BQRE5H4KLCVXVEVZA,B00PIAS4GO,5.0
AHGEKAW67OWIQXIXVUHNCZSLFSPQ,B00YD5X6NG,5.0
AEGYDWDTAV4DC6JQAKCXJIRSLC3A,B00FCZC2KE,5.0
AFBHRXYZR3YGMAQ3M76C4UOLAC5A,B00TUOH582,4.0
AHSWSJKUVDR5WXFKUTSERZ37OLFQ,B09TWSRMCB,5.0
AFI4U52BZ6MKKT3RW4C4M5QY4YTA,B00TOV0U7O,5.0
AEJM5WOJJYJ2CQNTJF4BWF5Q423A,B00G05X52E,4.0
AG37CJSP7F5KLYRHI3NQUXFVWADA,B01MRXR9S2,5.0
AE4JNKE22NSLH5K4MY2K5HH7PS3A,B00941PRJK,4.0
AGBJEL2644ID4XVEFBPGSJ7H4TIQ,B081MXH4MQ,5.0
AFWEP6QYA5D4C7S26YEPAQVULYNA,B07DC8LGG7,5.0
AHFHPMN6DPWHHDE2UM2KCFVT5L7A,B00IO3TZ6U,4.0
AFTG4W7IM3R6CFJRHVIAY3FUY5PQ,B005GG0MBU,3.0
AFBQO6N2IW3BNE725FXBS5CIQHUA,B07C75GRLY,3.0
AH6GESPCHAKUZSSSBCMCUO4U4AOQ,B0796RNF48,5.0
AGPISSOPJLHZ56S4IFC6CGZCLW6Q,B07Y1Y82HX,3.0
AG5ZWSINOU6JSPCJPELR2DTENLYA,B00AHFJACM,5.0
AE6NNDMULISIT62SQDFQGRPPDE3Q,B00H45XC5O,4.0
AGA4IY34LSTM24D6SNSJRUBESWRQ,B00TY3ZKFY,3.0
AFZNRDVCNHNUDWI7PR7HWVEK3KWA,B07GVK5HW8,4.0
AGMQ7TK6UKYWS3DLKX662XZKX63A,B004UB0WTY,5.0
AEFM4CCAVULBQVK2F2UHZA3CQVFA,B000FC10S4,5.0
AEYHV4XTGLBNSZBZBWSGPMV2DX4Q,B00H3LCCRS,5.0
AHFHPMN6DPWHHDE2UM2KCFVT5L7A,B009W3OFDE,4.0
AEMM7DIZTWMOXXDWP7OTZSJPMX4A,B07XJZ3PSS,4.0
AHWKJTOBAW7AZG42QITBHVEKW7KA,B0141ZP356,5.0
AGN7NBDTWPCGKRNUUJFLJNEKEG7Q,B072V27QMZ,4.0
AH7RKFMKMBIZZNOF3NWOEWYJ5SLA,B00A3ZA598,5.0
AEU4NNW2EUDI6ECT3LSBXCS5AXEQ,B00YG3S9W8,5.0
AFRJXTUPHSF53CR74TWKAUSCCHGA,B00J9VYDEA,4.0
AHDFNWDZXNKAYS36XM3QLGPD6ODQ,B006FBDHG2,4.0
AH2OK4CQGGI3CMYDJC3PCQZNIMVA,B00CJGUHR4,5.0
AHT75XFTZFFI7J6RDVQULWBURV6Q,B00KAFX90I,4.0
AGNCVSDVWFDDAJ53CQBFABKXKD5A,B00NPD3WC2,4.0
AGHU5JCFGRXWAQOOHF5OGUBO373A,B00PP3AHIM,5.0
AGRC5EMODZBKVTON7GRE6G52YZLA,B00BVFM04C,5.0
AHM7G5GFTX6JMZ5QJ5SXNTX7U4RA,B000QRIGJ4,3.0
AFRD4WHGZBQEVWGNBQBQYJ7VKWUQ,B001NLL5AO,3.0
