user_id,item_id,rating
AFILEB27DZZVUFBACEJLRHDGNEXQ,B007TV0OMM,5.0
AFILEB27DZZVUFBACEJLRHDGNEXQ,B0083PN2QI,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B01AAXMLVW,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B011ETZ2WQ,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B00BVFM04C,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B00J4XVNS2,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B00LXRJICK,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B006MN8HVS,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B007OWO0YE,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B00BG232WE,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B003PPDB8K,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B0098KQ4CG,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B009LYDM4W,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B0047DX080,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B007E5TVMM,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B004KZP1WS,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B00OQGJBUY,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B00IS7ZYC6,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B0057AMO2A,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B00958ALWU,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B0087458M6,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B008219O1K,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B005Z5HQNO,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B00LH8I7PE,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B00B9KURLW,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B009LEFUKG,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B008KUCI3O,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B006FBDHG2,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B00LZ0L97M,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B00E2ZSSH6,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B006IE814O,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B006IGCAGC,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B004ULVGPI,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B00394F3TM,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B007EWJBIE,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B005SZ171I,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B0081CUVIU,5.0
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,B005WUVLAG,5.0
AFODT3I3PFODE4CN5PUFHKCYC2EA,B08X42T3VR,5.0
AFODT3I3PFODE4CN5PUFHKCYC2EA,B07S6MY67W,4.0
AFODT3I3PFODE4CN5PUFHKCYC2EA,B07N662525,5.0
AFODT3I3PFODE4CN5PUFHKCYC2EA,B01MRXR9S2,5.0
AFODT3I3PFODE4CN5PUFHKCYC2EA,B0186N2W9Y,5.0
AFODT3I3PFODE4CN5PUFHKCYC2EA,B00LXRJICK,4.0
AFODT3I3PFODE4CN5PUFHKCYC2EA,B00BVFM04C,5.0
AFODT3I3PFODE4CN5PUFHKCYC2EA,B07GVMDC6V,4.0
AFODT3I3PFODE4CN5PUFHKCYC2EA,B074CH1CDH,5.0
AFODT3I3PFODE4CN5PUFHKCYC2EA,B01NGT8YVM,5.0
AFODT3I3PFODE4CN5PUFHKCYC2EA,B01N2I97RN,3.0
AFODT3I3PFODE4CN5PUFHKCYC2EA,B01MR4XQL6,3.0
AFODT3I3PFODE4CN5PUFHKCYC2EA,B01HIKCA52,4.0
AFODT3I3PFODE4CN5PUFHKCYC2EA,B01M8PI4IG,4.0
AFODT3I3PFODE4CN5PUFHKCYC2EA,B01MFGX5GI,5.0
AFODT3I3PFODE4CN5PUFHKCYC2EA,B01FSK7IWO,5.0
AFODT3I3PFODE4CN5PUFHKCYC2EA,B0142IHZPI,3.0
AFODT3I3PFODE4CN5PUFHKCYC2EA,B01CGBC7BK,5.0
AFODT3I3PFODE4CN5PUFHKCYC2EA,B00VZOH5EY,4.0
AFODT3I3PFODE4CN5PUFHKCYC2EA,B01ARGAGUU,3.0
